"rating","reviewContext/null","text","name"
,,,"shawn collier"
,,,"Peter Bernal"
,"Yes","His advice kept me from making a big mistake.","Andy Stewart"
,,,"Sheena Cox"
,"Yes",,"Christopher Brittain"
,"Yes",,"Melissa Miller"
,"Yes",,"Nora Gomez"
,,,"Elizabeth Kelley"
,,,"Jason Booker"
,,,"paul cunningham"
,,"Bated Electric has consistently provided quality electrical work over the years for me personally and for my businesses. I highly recommend Mike Bates and his company Bates Electric.","Ronnie Black"
,,"Gadsden Electric

Very kind and professional
The best price
The best quality work, even Alabama power said they did a beautiful job!
And here within an hr of my call!

I highly recommend them for any and all electrical services","scizorhand scizorhand"
,"No",,"Deanna Reeves"
,,,"Maria Lively"
,,"Levi with AIS Electric is amazing!  He knows what he is doing and knows most of his clients have no idea what he is talking about. He took his time and explained to me in terms I would understand about what I need to do.  He even showed me how to do what he was doing and let me quietly watch.  Definitely will be using him for my other electrical projects at home.","Marie Foley"
,,"I have had AIS Electrical install an attic fan, run wire for an outdoor camera and run wire to a floodlight as well as install new floodlights to existing wiring. Plus when I was in an emergency situation with a loose neutral, Levi came out first thing in the morning to troubled shoot the problem and direct me in the right direction to get my electricity fixed on a very hot summer day so I wouldn’t be without air condition. Very professional, quality work & in constant communication. Highly recommend.","Chance Powell"
,,"AIS Electric Company has handled multiple jobs for me and have always exceeded my expectations. Levi is not only highly skilled but is also incredibly professional and courteous. He has always arrived on time, meticulously assessed each situation, and has always provided a detailed and transparent estimate. His knowledge and expertise is always evident as he explained the best solutions for my needs. What impressed me most was his attention to detail and commitment to quality. I highly recommend AIS Electric Company for any electrical needs, whether residential or commercial. They are reliable, trustworthy, and deliver exceptional results.","Gabe Henderson"
,,"Wow! AIS Electric is amazing! I’ve had several outlets out in my home, as well as some interesting wiring, and Levi was very knowledgeable in both explaining and fixing the issues. Very friendly, honest, and efficient guy!","Alohra Rhoades"
,,"AIS is knowledgeable, professional and innovative at every angle of electrical! Great team to use for residential or commercial needs. Highly recommended!","Abigail Cline"
,,"I have had the pleasure of working along side Levi with AIS on jobs a couple different times. His workmanship is top notch, but he is also a honest and trustworthy guy who will do what he says and do it correctly! If I could give 10 stars, I would!","Joshua Owenby"
,,"Levi and his team were prompt and professional.","Catherine Lee"
,,,"Tracie Wiggs"
,,,"James Robert"
,,"Doesn't show up, doesn't call.  When you are in need, this is not the guy to call.","Ashlee"
,,"Great service","Greg Davis"
,,"Mr. King is very personable and is very knowledgeable about his job. He was hired to rewire our house and after paying half of the price, he finished only about 1/4 of the job. After 16 months of promises, we finally hired another company that finished the job.","Joan Bookman"
,,"Came out same day and worked until the job was complete due to the nature of our problem. The craftsmanship and attention to detail was very reassuring throughout the process. Highly recommend to anyone needing electrical work done.","Tate"
,,"I would like to add my voice to all the others who recommend Frank King.  Although Frank, like everyone I know who works in skilled trades, has difficulties sometimes meeting his appointment goals, he is a stellar electrician.  You will not find a more skilled and conscientious person who cares more about his customers.  I heartily recommend him and will use him whenever I can.","Scott Williams"
,,"I had lost power to my pool pump and salt generator during a thunderstorm. Called on Monday and by that afternoon Frank had power to pool pump. The salt generator still did not have power. Frank contacted the service tech to troubleshoot the problem. In the end the generator and cell had to be sent back to the company. Frank went above and beyond assisting to get the salt generator working. I highly recommend him and his company. I had randomly picked his company off of a Google search. I am glad I found his company.","Candy Brown"
,,"I had a phase go out in my house and he came quickly and helped us regain power in the middle of the night for me and my disabled mother, I am extremely thankful for this.

I am sad to say that I paid him more than he asked under the assumption that he was going to purchase more parts to be able to return and replace my panel and he never called back nor returned to do what we agreed upon.

I would recommend him to anyone but i would clearly get things in writing because he has never sent my receipt over email as he said he would.

he very much encouraged me to review him but I wanted to wait for all the work to be finished. I am sure he is very busy and to be clear I have talked to him since saying I would still need the work and I have given more than a few months to get back to me.","Kyle Greer"
,"Yes","I'd  recommend him to anyone,he came after hours wired my hot water heater for me got me out of a jam.","Steve Bogart"
,"Yes","Mr. Frank King came at the last minute and help my husband and I. We had been trying to get some electrical work done in our home and NO one would come or they were too busy🙄 Praise God, Frank answer the call and came right out. Will ALWAYS have our business!!!","Bev Smith"
,"Yes","Wonderful service. I needed outside outlets, a switch and a garage outlet changed out.  Service was outstanding! Very efficient, knowledgeable and professional.   Will be who I call for any electrical work or concerns.  Would recommend him to anyone.","Jeanni Greer"
,"Yes","I had family coming in from out of state and they needed to plug in their travel trailer.  I called on Saturday and he was here on Monday evening.  The price was reasonable.  He listened to our needs and explained the options we had available to him.  Definitely plan on using him again.

***UPDATE 9/22/2022
Called again to tell him a light switch was sizzling in my kitchen and he came out same day.  I tried to book an appointment to have him install some kitchen lighting and he offered to do it while he was at my home.  He stayed late to complete the job.  Love my new lights.  I will always use this company.","Maile Ontiveros"
,"Yes","We had been dealing with flickering lights, partial power and no AC and couldn't find the problem. We called and spoke to Frank who came that afternoon even though he was on another service call. It wasn't long before he found the problem and he stayed until the job was done. Our house could have burned down. He basically saved our lives. Not only is he a wonderful electrician, he cares about his customers. I definitely recommend Frank to anyone having electrical issues!","Stacy Peyton"
,"Yes","Frank was super nice to my family and I. He did an outstanding job helping install my Ring doorbell and fixed my wires. I'm glad we came across your business! I look forward to working with you again! Thank you again for being so kind! If you're looking for a knowledgeable electrician, I highly recommend Frank!","samantha sisavanh"
,,"We feel fortunate to have  King Construction and Electric do our electrical work. Frank is a good, honest and professional person. Our house is only 2 yrs old, but the outlets in the kitchen kept melting if more than one gadget was running at the same time. He ran some type of higher voltage wiring and now we have more designated circuits. He also installed a garbage disposal and wired an electrical outlet for it and then installed an outdoor fan. It was a two day job and it was so worth the money to now feel safe have peace of mind.","L J"
,"Yes","Frank is an amazing and great electrician. My family and I we're having outages on one side of our house, not only did he diagnose the problem quickly, he explained in understandable terms what the issues were and how to prevent them for the future. Very affordable and even came late into the night so as to prevent anything more severe from happening. Highly reccomend and will definitely use moving forward! Thank you Frank!","stephylovespandas"
,,,"Tristan King"
,,"Excellent service from Lee and Chris. They stayed until they found and fixed a pre-existing problem I didn’t know I had. If I ever have electrical issues again I’ll be calling Fayette Electrical. 👍🏻👍🏻👍🏻","Theresa Vines"
,,,"Carter McGill"
,,"Very professional and wonderfully done work.  And they were willing to push us up their list once they found out our issue had us displaced.  Would give more stars if I could!","Landon Overton"
,,"I would highly recommend Fayette Electric.  I had an old 50s fuse box that needed replaced. Brett and crew came out and replaced the box and did a fantastic job at a reasonable price.","opethorchid67"
,,"Brett Smith was absolutely awesome! Forward and to the point and very efficient with his work. I would absolutely recommend!","Fire Lilly"
,,"They are great are power was messed up they came quick and fixed are power. They were ever friendly and very professional I would highly recommend there service","TriSeed"
,,"I called Monday morning with a breaker tripping, said he was busy, would be out on Tuesday, asked that I send pictures via text along with address, I did, never heard from him again. 24 hour emergency service is not accurate.","Anita Pennington"
,"Yes","Fayette Electric was awesome. At 5:30pm on a Tuesday night my electrical panel started sparking. I went online hoping to find a 24hr electrician and I found Fayette Electric. I gave them a call and within 30min I had an electrician at my house. It did not take him long to find and fix the problem. The technician was very knowledgeable and professional, and the price was very reasonable.","Forrest Smith"
,,"I wanted to give a shout out to Fayette Electric/ Bret Smith!!! Bret went above and beyond to repair all of our damage and have our power restored!!! We can’t thank him enough for helping us!!! #1 in our Book!!!
Thank you Bret!!!","Gina Tucker"
,,"Brett was very kind and friendly when he came. He was able to locate and fix the problem very quickly. Highly recommend using this company for any electrical issues.","Katty Hunsinger"
,"Yes","Professional employees, great quality work, and prompt. Highly recommend!","Ashley Ary"
,,"Highly recommend Fayette Electric!","Josh Taylor"
,,,"Annette Allen"
,"Yes","Ben and his guys have taken care of both our home and business. Everything from a total rewire, to adding lighting, or fixing little issues. They are fast and fair.","Brent Sexton"
,"Yes",,"Phillip Mayeaux"
,,"Prompt service, reasonable pricing. Very professional. Excellent electrician.","Earnest Abrom Sr."
,,"Frank's fix it came to my home yesterday. He was the nicest gentleman. He handled our problems at a GREAT price. I will call Frank if I ever need anymore help with electrical. Thank you so much Frank's fix it.","Kelly Lynn"
,,"Too busy to give a estimate","Pam Brown"
,,,"Ronnie Murphy"
,,,"Justin Camper"
,,,"Shawn Walden"
,,,"Justin Feemster"
,,"Really no cameras outside well your missing the show people are parking after you close and it ain't for lunch","connie farr"
,,"So awesome! He did everything he could to make fixing my problem so much easier. He even made calls to my electric company to pinpoint the exact problem and finished alot quicker than I had been told it'd be done by other people! Thank you so much for your awesome service.","Petra Sanchez"
,,,"White Sox214"
,,"Reliable workers. Great communication. Fair and honest. Does a great job on electrical as well as structural construction and remodeling. Highly recommended.","Stephanie Manley"
,,"He replaced three light fixtures in my home and updated them with new ones. Professional and had great communication!","Paige Salas"
,,"If you're looking for an exceptional electrician, look no further—Eddie from Avad Electric is the one to call! From start to finish, Eddie was incredibly professional, punctual, and a pleasure to work with. His friendly demeanor made the whole experience easy and stress-free. He took the time to thoroughly assess the situation and offer expert advice, showcasing his vast knowledge and expertise.

Whether it's a small repair or a larger electrical project, you can trust Eddie to get the job done right. You'll be beyond pleased with your decision to hire him, and I have no doubt you'll keep his number on hand for any future electrical needs.

Merry Christmas 2024 to you and your family, Eddie! Thanks again for your outstanding service!","Glenn Henson"
,,"Highly professional, conscientious, detailed, great communicator! Eddie did a perfect job of running a new electrical line thru the attic and down thru kitchen cabinets to hide/create an outlet for an electric stove. My very old home was only fitted for gas. Lived here 29 years and had many a professional work on our home. Never met anybody better than Eddie. A stellar human being also. A pleasure to work with.","Lydia Winn LeVert"
,,"I had an issue with a GFCI outlet that was burned up and called Eddie.  He was willing to come take a look that afternoon but we had other plans.  He came out first thing the next morning and took care of our problem.  He was very nice and kind and was very knowledgeable and professional.  We own a few condos in Gulf Shores and I just put Eddie on the top of my electrician list.  Don’t hesitate to call Eddie, you will be happy that you did.","Erik Mikesell"
,,"Amazing and timely service.  I will use Avad Electrical Services for all of my electrical maintenance and repair needs from now on.","Rafael Andrade Jr."
,,"We highly recommend Avad! Eddie was so helpful, efficient, and kind. He not only solved our problem in a jiffy but also explained how everything worked. We will be calling them again for our future electrical needs.","Mia Gibertini"
,,"Eddie did an outstanding job on my home repair.  He was so professional and kind.  If you need an electrician, call him.  I will recommend him to anyone.","Leslie Passeau"
,,"Knowledgeable and very professional.","Matt Damico"
,,"100% recommend Eddie the electrician. Great work and great human. Will use him for anything that comes up. Installed:added 2 plugs behind TVs to clean up electrical cords. Thank you Eddie.","DebbieO"
,,"Second time working with Mr. Eddie and Avad Electric, wonderful job installing ceiling fans on outside porch and bedrooms. I highly recommend him to anyone in Baldwin County needing a professional electrician.","Debbie K"
,,"Second time using. Great work, attention to detail, with reasonable pricing. Will definitely use again.","bo white"
,,"Eddie did a great job on wiring our security system. We will be hiring him for additional work, hopefully soon. Excellent service you can not go wrong by hiring him.","Walter Hutchins"
,,"Eddie is very polite and professional.  Excellent job on installing a ceiling fan with lights and he cleaned up and hauled away.  I give him 5 stars👍","anne kyser"
,,"Eddie is very professional and polite. He went straight to work and diagnosed electrical outlet problem and made the necessary repairs. All outlets work perfectly now. Would definitely call AVAD for any future electrical needs.","Jim Eubanks"
,,"Great company!! Eddie did a wonderful job installing new kitchen lights and a caged ceiling fan in our kitchen. He also helped with other electrical issues and questions I had around the house.
I really appreciated how quickly and effectively he communicated. Definitely will be using this company again!","Abigail Mather"
,,"Eddie did a superior job of installing a carport ceiling fixture and checking wiring. Returned Home Depot faulty and broken fixture anc lightbulbs for new. Outstanding customer service all around. Timely and efficient","Dave Morse"
,,"I I was extremely satisfied with the complete and total professionalism that was provided by Eddie and Avad Electrical!","Jerry Scott"
,,"He was very polite and professional. He acted quickly and I'm very pleased with him","Tammy Haralson"
,,"Eddie is unbelievably nice, professional, and thorough! 10000/10 recommend this company!","Taylor Massey"
,,"Very professional. On time and did a great job. Very nice work and a pleasure to work with.
Thanks for your help!
Mike","Mike Beck"
,,"Very Professional and prompt.  He went above and beyond the problem and fixed it.  He called and explained what was wrong and what he did to fix it, very thorough and knowledgeable.  He also discovered the dishwasher was wired incorrectly and fixed that also.  We have future jobs this spring and will definitely call him for his services.","Tammy Holt"
,,"Am so thankful to have found them. Eddie showed up the same day and was great with communication for arrival. He arrived promptly, answered the numerous questions I had, and took his time to explain everything to me.  We have had issues since almost the beginning of the year and he was able to fix them in no time. Highly recommend and I am happy to finally have an electrician.","Penny"
,,,"Krista Williams"
,"Yes","Love my new light fixture! The contractor Eddie was very professional and personable. He arrived on time and completed the installation efficiently. I plan to schedule with him for more work around the house.","PureLove Fashion Empire"
,"Yes","I recommend this company to all who needs electrical work.. the guy was on time and very friendly he fixed my problem and everything works perfectly.. thanks AVAD ELECTRICAL SERVICES 👍","Jody Henry"
,,"Avad Electrical Services is prompt, courteous and knowledgeable.   Very professional and gets the job done.  Will definitely use again for any electrical needs.  A+++","Emily Gregorius"
,"Yes",,"Dennis Fails"
,"Yes",,"Jhalen Caffey"
,,,"David Roloson"
,,"Very efficient. Kind and knowledgeable. Very reasonably priced. Would definitely recommend and call again!","alyson schott"
,,"Mr. Sheahan is a very professional and knowledgeable electrician. He has done several different projects for me and always explains what he's doing and does a great job. As an added bonus  he's friendly and always cleans up after himself. I highly recommend him.","Dana Pledger"
,,"Very knowledgeable and professional. Did a great job inspecting the wiring in my new house. Will definitely use again for any additional work.","Kellie “Leaora” Jones"
,,"Wonderful customer service. Would definitely use again!","Cole Carter"
,"Yes","Great service!!!","Aiyme Altamirano"
,,"Replaced broken light fixture and installed timer switch. Highly recommend the professional RBI team.","Pat Schultz"
,"Yes","Great service at great prices","Beerandon Harris"
,,"Still have not seen them yet","Lloyd Wilson"
,"Yes","Professional and great communication and polite","Bud Green"
,,"I couldn't have ask for better people to handle the job very knowledgeable and got to the job and made it happen very reasonable price these are truly professional people they each had a job and did it in plenty of time thank you folks for doing a expert professional job I wish I could give you ten stars","Vic Detzler"
,"Yes","Very good work. Reasonable price. Answer all questions.","Brian Butler"
,"Yes","The electrician came right over and fixed my light fixture problem within 20 mins. Very professional and polite. Definitely recommend.","Stacy Robbins"
,,"To many issues to list . Good electrician. If you feel like dealing with all the stuff.","Fran"
,,"Awesome people , on time and a great value, these guys know their stuff and will treat you well, Thanks for solving my problems pronto!!!","Bama PC Services INC"
,,"Great work ethic and very dependable.  I highly recommend.","Judy B"
,,"Very professional and reasonable priced excellent work and very courteous","Jason “TruckerSteve” Gray"
,,,"Mik Nassar"
,,"Very patience and honest man, he really helped me and my family out in our time of need.","Quineisha House"
,,,"Quineisha House"
,,"Banks Electrical should be your first call to an electrician. Their prices are very reasonable and they will not leave until you are pleased with the work, in which I'm more than sure you will be. I was without power on one side of my home for over 3 yrs and I was at serious potential threat for a fire, also some of my outlets hadn't worked since the 90's. They were at my home at the time scheduled and went to work right away day one he had the side that was down back up and running day two for only a couple hours they were complete. I Highly recommend them. Thanks again, Banks Electrical","Angela Wright"
,,"Brooks Elec. Came and replaced all the Ballest in my kitchen lights today. Will Brooks was very knowledgeable , respectable and friendly.  The price to do the work surprised me . VERY reasonable!! I will be calling Brooks Elec. for all my electrical problems from now on.","Melanie Damato"
,,"10/10 Service. They are very responsive and do great work!","Camryn Garrett"
,,"Brooks Electrical Company installed new can lights, added plugs, and installed new switches in my home. We were very pleased with the work, customer service, and turn around time for this project.","Rachel Brooks"
,,,"Jeanine Johnston"
,"No","Great people to deal with. They do fantastic work.","Andrew Shankles"
,"Yes",,"kelly pirman"
,,"Great  service","Debra Brady"
,,"Great guys reasonable prices","Lawayne Ragan"
,,"We were over charged for what he did.","garry barksdale"
,,,"Levi Burt"
,"Yes","I cannot say enough good things about Mike. We had some family members visiting our lake house the weekend before 4th of July and had some major electrical issues, no power in half of the house, no refrigerator power and no AC. He was able to come out there the same day, on a Saturday and diagnose it within just a few minutes and had it fixed within hours. I will highly recommend him to all of our friends and family out by the lake!","Robert & Ashleigh Daugherty"
,"Yes","If I could give Mike Pruitt a million stars, I would! I've never met anyone to match his kindness and professionalism! No need to look anywhere else for your electrical needs.","Robin Henderson"
,,,"Elisha Woodard"
,,"Always there when they say they will be there. Very quick and accurate work.","Robert Pace"
,,,"Mike Pruitt"
,,"I am so happy I found Mike Pruitt.  He is quick to respond, detailed and seems very honest. One thing that impressed me was that he told me up front, he will only do things the right way and no shortcuts.  He quoted me a very fair price THEN charged me less because it came in lower than he thought.  Who does that?!?!  Mike does.  :-)  Thanks sir!!","Patriot Dave (PatriotDave)"
,,"Great service, timely and well done. Very happy with the work they did to my house. Price was reasonable.","Connie White"
,"Yes","I’ve used Knight Electric for years and wouldn’t consider anyone else. Professional, efficient and so much more! The bookkeeper/Office manager is Awesome!","Lane Ryan"
,,,"Kyle Mathis"
,,,"CaptAmerica tv"
,,,"Alexis Mask"
,"Yes","Had Mr. Harris come out to solve some issues that were found on a home inspection. He came out the next morning as scheduled. He was a few minutes later then scheduled but did give me a courtesy call that he was running a bit behind so it was by no means a problem. Was able to correct the issues with no hesitation. Planning on using him again after we move to our new home.","Michael Roeder"
,,"All I can say is I should have read the reviews.","Jimmy Creech"
,,,"jimmy Pierce"
,,"Empty promise after promise to show up and finish his job. Filing complaint with electric contract board.","Michael Nelson"
,,,"Elizabeth Cox"
,,"Don't use this place the owner answers the phone and promises he will come do an estimate
at my place of employment and never shows. I have had three no shows by this man and when I try
to call him he wont answer the phone. Then I have called from another number he will answer only then
he realized I was the one waiting on the scheduled visit he keeps missing and hung up. when I called back Mr. Harris tried to use the phase make a long story short that he would be out there. Then never showed again. My company is trying to give this man money to perform a service but he must not want it so I will have to find some one else to install our lights","Joey Wise"
,"Yes","Great prompt service","KAREN WHITE"
,,"I lost power in several rooms in my house,Called Johnston Electric,They came right out and took care of the problem. I would recommend them to anyone.","joy Joslyn"
,,"Made a appointment with him called him the day of the appointment no answer also texted him twice no answer and a no show very disappointed 😔","James Wilson"
,,"I really appreciated that they let me know up front that it would be 2 weeks or more before they could send a svcmn out.","Carol “Daisy” Bates"
,"Yes","We started having electrical issues due to the service line needing to be replaced. It has gotten so bad that we were concerned about staying in the home. We contacted Johnston one morning and he came out that afternoon. He told us the problem and a quote. Not only did he repair the service line but replaced breakers and repaired the breaker box. Great service and excellent response time. I would recommend them to anyone in search of an electrician.","Cheralynn Walker"
,,"Vendor didn't show or call my tenant.","Mike Long"
,"Yes","The power suddenly went out after a tree took down a power line. The following morning when power was restored, the house was having electrical problems, and an outlet that was scorched. Johnston Electrical was the first one I found on google, and I could not have been happier with calling them. Extremely friendly, very quick with the work and really made a stressful situation so much easier to deal with. I will 100% be using them again for any other electrical needs.","Earl Virgin (DJ)"
,,,"Shane Winslett"
,,"He came and found the problem in no time. We had some other issues that he willingly fixed with no trouble. Will be using them again.","Gladys Noemi Penny (Noemig)"
,,"Called them to hang a ceiling fan. They were prompt and friendly. Got the job done quickly.","Amy Johnston"
,,,"Linda McPherson"
,,"I don't do many reviews, as a matter of fact,  this is my second  one. Good help is hard to find.
Mr..  Johnston is a excellent Electrician.
He has completed several jobs at my rental homes.  Over the years I have meet a few Electrician and I can truly said, Mr.  Johnston is the best I have had the pleasure to work with.  On time,  a man of his word,  knowledgeable, trust worthy, licensed,  and OMG a fair price. Ladies and Gentlemen, if you're looking for a Electrician, I highly recommend Mr. Jason  Johnston. It took me years to find him. You don't have to look any farther, he is the one.
Happy to sign my name,
Delois Sanders","Delois Sanders"
,,"DId a good jop A++++++ thank you","Beavis Bigham"
,,"this is a good electrical did the jop on time i did not have the cash on me took a check good men thank you Mr johnston a+++++ 100/100","Mike Bunn"
,,"I been using Johnston Electrical for years A++++++

AJ","Aj Marino"
,,"Respond time 10/10. Also very understanding and does amazing work. If you need anything electrical done i HIGHLY recommend. Will be recommending him to family and friends in the future and will use again if needed. If you want work done right and at a great price look no further he is amazing!.","Will Crawford"
,,"Joseph, owner & electrician, was knowledgeable and fast.  He did a great job, and we are pleased with the outcome.  I would refer Master's to anyone.","David Webb"
,,"Thank you for your hard work and going above and beyond for me.","Jamie Bailey"
,,"Jacob was such a professional.  Friendly, on time, knew exactly what to do and explained how it worked.  Master Electrical Co. with Jacob and Joseph are now our go-to electricians for any electrical issues in the future.","Edward Jacobs"
,,"Joseph came out and gave me an estimate, and we went over the job that I needed done. He got back with me in a timely manner with the quote. He came out to do a quality job and he did. I would use him again.","Karl Schlagheck"
,,"He was extremely nice and did an amazing job! I will definitely use him again when the time comes and will be recommending him to anyone that needs his services. THANK YOU SO MUCH!!","Leslie Cade"
,,"I recently had the pleasure of working with Joseph, who installed a Tesla charger at my home, and I couldn't be more impressed with his work. From the moment he arrived, it was clear that he was a true professional—punctual, courteous, and extremely knowledgeable.

The installation was done flawlessly, with Joseph taking the time to explain every step of the process and ensuring that everything was up to code. He was meticulous in his work, paying attention to every detail, and the result was a clean, efficient setup that works perfectly.

What really stood out was his commitment to safety and quality. He double-checked all the connections and even gave me a thorough walkthrough of how to use the charger effectively. His expertise gave me complete confidence that the job was done right.

And to top it all off, his pricing was the best in town! I did my research beforehand, and master electrician offered the most competitive rate without compromising on quality.

If you're looking for an electrician who is not only skilled but also genuinely cares about delivering top-notch service at a great price, I highly recommend master electrician, I will definitely be calling him for any future electrical needs. Thank you for making my Tesla charging experience so seamless!","CP"
,,"Very efficient, no hesitation went right to work. Job well done 👏","Tawn Green"
,,"Called yesterday,  here today, work done efficiently had everything running, polite, well mannered, young business man. Will refer to all my family and friends.  Five star service.","Liz Reed"
,,"Excellent company and great quality work.  Just moved to my property and he gave me some great advice on rewiring areas on the property. I Highly recommend Joseph.  You wont be disappointed","thomas respondek"
,,"Great service, done quickly while keeping me informed throughout the process.","Bill Corriston"
,,"Joseph is excellent and very professional at what he does. I appreciate the response and  action he took, to take care of my issue. I would highly recommend him for whatever your electrical needs maybe.","Constance Boilard"
,,"Answered all my questions and delivered excellent service!","Rob Duplin"
,,"Great communication showed up on time did a great job  left the work area clean differently would hire him again.","John Lenz"
,,,"Sara Bridges"
,,"Great communication & execution. Def will be using regularly","luke richardson"
,,,"Billy Saliski"
,,"I HIGHLY RECOMMENDED  THIS SERVICE.  FAST RELIABLE   and  HONEST","Sandy Roubik"
,,"Joseph wired some lighting (sconces) and outlets in places that did not already have wiring.  His communication prior to scheduling the appointment as well as during his service was outstanding!  His quote was clear. He was well prepared, clean and got the job done in a timely manner. I would hire Master Electrical Company again!","Lori Cannon"
,,"Joseph did an amazing job installing my ceiling fan. He was professional and personable. He gladly answered all my questions. I will hire Joseph again on my next electrical project!!!","Cathy Mahoney"
,"Yes","We found Anchor Electric on line after excusing another well known electrical company for excessive cost estimate & complicated unnecessary contracts. Anchor responded immediately & came the next morning right on time. Derick, their technician, assessed the job,, provided a reasonable quote & went to work immediately. He finished each task expeditiously & with excellent quality & was finished within a few hours. He even allowed us to alter one task & performed it in short order. I highly recommend this company for your home electrical needs!","Phil Hodges"
,,,"Jonathan Bates"
,"Yes","Derrick is awesome!! He came to fix our electric panel.  He was prompt,  proficient, and professional.  After some of the experiences we've had,  it's so refreshing to have someone who knows what he's doing and had all the parts too. THANK YOU. Keep up the good work","Amy Jones"
,"Yes","I had an appointment at 2pm today. I had to call them. They said tomorrow. I have a full schedule. They said today about 5. I made this appointment a month ago. They do good work,,but I had an appointment","Charlotte Weldon"
,"Yes","Service Rep Derrick was professional and had the issue resolved quickly. Highly recommend!","David McCord"
,"Yes","Professional. Honest. Good quality work. Prompt. Fair pricing.","Casey Hopper"
,"Yes",,"William Umbarger"
,"Yes",,"Joanie Lechman"
,,"I called to have someone to come out to check my outside outlets not working.  I thought I looked at the breaker and gcfi outlets thoroughly enough.   He suggested I check rather sending a truck out.  He stayed on the phone the whole time.   Saved me a house call.  Was very friendly and understanding! I suggest them to anyone who need fast and honest service!","Patrick Gray"
,,"This electrician is super easy to work with, down to Earth and fair.  Showed up in time, knowledgable, friendly! I believe this provider likes to work with the average home owner in an honest fair way. I recommend this provider","Purple Drank"
,,"Jospeh was very professional and fit me into his schedule the week of my issue, would recommend for any electrical issues","Cole Ibsen"
,,"Very competitive price and very clever installation of power for pool equipment.  Highly recommend this company!","Tim Haggard"
,,"Joseph and his son at Cooper Electrical did a great job educating us on what would be best for the job we needed done. They are professional and the results are great! We hired him for a second project and he was quick to schedule and get it done. Highly recommend. Thanks Joseph! See you again sometime.","Colleen Chochola"
,,"Grateful for the expertise, guidance and professionalism that Joseph has. Will recommend to others and use him again!","HLA Consulting Services"
,,"Excellent company! Very professional, affordable, and knowledgeable. If ever in need of a good electrician, don't hesitate give Cooper Electrical a call!","KP Woods"
,,"We could not have been more pleased with Joseph and his son at Cooper Elec.  Over the four months of our renovations, Joseph was here on schedule, was professional yet personable, took the time to discuss our options along with the pros and cons and came in Under Bid on a couple of projects. Sweet!  Point of interest....when Joseph came out to give us an estimate his first comment was 'Ive been in this house before'.  Turns out, 22 years ago this was his first day on the job as a young man. How about that?  Will definitely pass his name along to others. Thanks Joseph","Donna Cook"
,,"Joseph and his team are excellent!  He shows up and is reliable!  He has completed several small jobs and most recently reviewed a larger job for me and highlighted areas that will save me both time and money!  With Joseph you are paying for experience and he is worth it!  Thankful for his work and work ethic!  Will continue to use and to recommend!!!","Tammy Laucik"
,"Yes","Joseph and his team do excellent work. I have used them several times and couldn't be happier. Give him a call for all your electrical needs.","Jeremy Reid"
,,"Highly Recommend!","J C"
,,"Great professionalism, very accommodating . Wired a industrial machine for us with great promptness. I highly recommend.","Isaac Morrow"
,,,"Chester Soop"
,,"Mr. Ponder is honest and gets the job done!","Kris Roberts"
,,"Great guys really good pricing","Billie Million"
,,"Very professional and friendly.  All of our electrical needs were met and the crew was very knowledgeable about their craft.  I would recommend this business without hesitation.","Diane McCoy"
,,"One of the most respectful guys I have ever met. True to his word, and gets the job done. GREAT service!!","Coach Eric"
,,"This is the most personable electrician on the planet!  His crew arrived at the expected time to perform an intricate change of wiring an office, swapping fuses to breakers and... unfortunately... swapping my house’s main breaker box out before my house caught fire!  Excellent service and extremely professional.","Cést La Vie"
,,"Added recessed lighting in my kitchen, very professional and they cleaned up their mess.","laura hooks"
,,"Ponder Electric is very professional and pleasant to work with. I’d refer my friends and family to Mr. Ponder any day.","Immori Dixon"
,,"Great company. Owner is a very professional and honest","Whitney Woodard"
,,"Review Reply from Edna Thomas one star review.
Bless her heart.
We never worked for her.","Jerry Ponder"
,,,"Edna Thomas"
,,"Very precise and punctual . Will utilize their services again  .
Can recommend w/o reserve.","ENNIO INCERTI"
,,"Joseph was on time, professional, and personable. He was more than qualified to perform the electrical work. His estimated time to do the work was accurate and with no complications. I will recommend him to anyone for their electrical needs.","Ron Vontroba"
,,"Joseph did a great job replacing our attic fan. He quickly responded to my questions and was excellent in communicating the details and when he would arrive to complete the work - in which he was right on time.","Tim Patton"
,,"The technician who installed our dryer fried the outlet in our new home after moving across the country at 34 weeks pregnant with a toddler. I called MEC, and Joseph came out a couple hours later. He fixed the outlet quickly and efficiently and got our dryer working right away! So incredibly grateful for Joseph and this company! Highly recommend them and will be using them for any future needs!","Danielle Johnston"
,,"Great service answered all my questions","Chris Littlejohn"
,,,"Emily Schwettmann"
,,"Joseph did a great job. Past inspection first time. Prices were fair. Completed the work very quickly. Will definitely use him again.","Sam Alsup"
,,"Joseph was very prompt & professional! He did a great job installing outlets & fans on our patio!","Donna Vrieze"
,,"Great quality work and very professional. I would definitely use for future jobs.","beverly langer"
,,"Professional, efficient, and fair prices!","Taylor Mitchell’s"
,,"No show.  Did not call why they missed appointment.  I cannot recommend a company that does not meet commitments.","SK Johns"
,"Yes","Mr. Anderson, Jeremy, Robbie and Caesar came to my house and moved my meter for me this morning. They were incredible! Hard working and fast. They are honest and do not overcharge. Plus, Jackie Anderson, the owner is a MASTER ELECTRICIAN.  I don't mean that he's just good, I mean he's got the actual certification. I hear that's as high as you can get!  These people get my highest recommendation.","Mike Rickles"
,,,"Patricia Leal"
