about,area_service,booking_appointment_link,borough,business_status,category,cid,city,country,country_code,email_1,email_1.emails_validator.status,email_1.emails_validator.status_details,facebook,full_address,google_id,h3,kgmid,latitude,location_link,location_reviews_link,logo,longitude,name,name_for_emails,order_links,other_hours,owner_id,owner_link,owner_title,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,phone.whitepages_phones.fastbackgroundcheck,phone_1,phone_1.phones_enricher.carrier_name,phone_1.phones_enricher.carrier_type,phone_1.whitepages_phones.address,phone_1.whitepages_phones.lookup_type,phone_1.whitepages_phones.name,phone_1.whitepages_phones.phone_type,phone_1.whitepages_phones.source_url,photo,photos_count,place_id,postal_code,query,rating,reviews,reviews_id,reviews_link,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,state,street,street_view,subtypes,time_zone,type,us_state,verified,working_hours,working_hours_old_format,color1,color2
{},True,,,OPERATIONAL,Electrician,2.98549e+18,,,,,,,,,0x4aff1ca2dc49f397:0x296e9757d2ee7fd7,8944505356bffff,/g/11ld2s5pcf,30.4534989,"https://www.google.com/maps/place/Home+Electrical+Services/@30.4534989,-87.6907233,14z/data=!4m8!1m2!2m1!1sHome+Electrical+Services!3m4!1s0x4aff1ca2dc49f397:0x296e9757d2ee7fd7!8m2!3d30.4534989!4d-87.6907233","https://www.google.com/maps/place/Home+Electrical+Services/@30.4534989,-87.6907233,13.99z/data=!4m16!1m7!3m6!1s0x4aff1ca2dc49f397:0x296e9757d2ee7fd7!2sHome+Electrical+Services!8m2!3d30.4534989!4d-87.6907233!16s%2Fg%2F11ckvg1dmb!3m7!1s0x4aff1ca2dc49f397:0x296e9757d2ee7fd7!8m2!3d30.4534989!4d-87.6907233!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-ONo-lzKFD8w/AAAAAAAAAAI/AAAAAAAAAAA/eQPLTmlMH_8/s44-p-k-no-ns-nd/photo.jpg,-87.6907233,Home Electrical Services,Home Electrical Services,,,102879307220746947782,https://www.google.com/maps/contrib/102879307220746947782,Home Electrical Services,+1 828-260-2467,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPOofvjyx5_kDqHA0lfiqtUMMgQAlncqjCt9K0V=w800-h500-k-no,15,ChIJl_NJ3KIc_0oR13_u0leXbik,,"electrician, 36547, Gulf Shores, AL, US",5.0,8.0,2.985490006450012e+18,"https://search.google.com/local/reviews?placeid=ChIJl_NJ3KIc_0oR13_u0leXbik&q=electrician,+36547,+Gulf+Shores,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,8.0,,,https://lh5.googleusercontent.com/p/AF1QipPOofvjyx5_kDqHA0lfiqtUMMgQAlncqjCt9K0V=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-4PM|Tuesday:8AM-4PM|Wednesday:8AM-4PM|Thursday:8AM-4PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,#ea7f14,#8c4c0c
{},True,,,OPERATIONAL,Electrician,1.59123e+19,,,,,,,,,0x889a051f8ac7a3ab:0xdcd3cfd2f59b7d25,894450cb463ffff,/g/11h3bhbthl,30.2820924,"https://www.google.com/maps/place/Ben+Clark+Electrical/@30.2820924,-87.71247249999999,14z/data=!4m8!1m2!2m1!1sBen+Clark+Electrical!3m4!1s0x889a051f8ac7a3ab:0xdcd3cfd2f59b7d25!8m2!3d30.2820924!4d-87.71247249999999","https://www.google.com/maps/place/Ben+Clark+Electrical/@30.2820924,-87.71247249999999,13.99z/data=!4m16!1m7!3m6!1s0x889a051f8ac7a3ab:0xdcd3cfd2f59b7d25!2sBen+Clark+Electrical!8m2!3d30.2820924!4d-87.71247249999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a051f8ac7a3ab:0xdcd3cfd2f59b7d25!8m2!3d30.2820924!4d-87.71247249999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-zFxI1vG8qTc/AAAAAAAAAAI/AAAAAAAAAAA/gRb3X00yEvU/s44-p-k-no-ns-nd/photo.jpg,-87.7124725,Ben Clark Electrical,Ben Clark Electrical,,,100925885382109083604,https://www.google.com/maps/contrib/100925885382109083604,Ben Clark Electrical,+1 251-284-8990,"ELISKA WIRELESS VENTURES SUBSIDIARY I, LLC",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMf_rp7P1c-LzA8ic-xdsutyGAo4fuFnvxN_-Y5=w800-h500-k-no,43,ChIJq6PHih8FmogRJX2b9dLP09w,,"electrician, 36547, Gulf Shores, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMf_rp7P1c-LzA8ic-xdsutyGAo4fuFnvxN_-Y5=w1600-h1000-k-no,"Electrician, Contractor, Electrical equipment supplier, Electrical installation service, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,
{},True,,,OPERATIONAL,Electrician,1.15585e+19,,,,,,,,,0x889a07bd96c11da3:0xa068289e6cad99f5,8944563583bffff,/g/11h04hncz1,30.2972905,"https://www.google.com/maps/place/Ben+Clark+Electrical/@30.2972905,-87.5840391,14z/data=!4m8!1m2!2m1!1sBen+Clark+Electrical!3m4!1s0x889a07bd96c11da3:0xa068289e6cad99f5!8m2!3d30.2972905!4d-87.5840391","https://www.google.com/maps/place/Ben+Clark+Electrical/@30.2972905,-87.5840391,13.99z/data=!4m16!1m7!3m6!1s0x889a07bd96c11da3:0xa068289e6cad99f5!2sBen+Clark+Electrical!8m2!3d30.2972905!4d-87.5840391!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a07bd96c11da3:0xa068289e6cad99f5!8m2!3d30.2972905!4d-87.5840391!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-sZg4Wh4j8QM/AAAAAAAAAAI/AAAAAAAAAAA/HcRq9MxQ478/s44-p-k-no-ns-nd/photo.jpg,-87.5840391,Ben Clark Electrical,Ben Clark Electrical,,,114535059969831027615,https://www.google.com/maps/contrib/114535059969831027615,Ben Clark Electrical,+1 251-284-8990,"ELISKA WIRELESS VENTURES SUBSIDIARY I, LLC",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNGxT2cdBWkudM4bmUk3sE_J5P1yNwBPMOysBsZ=w800-h500-k-no,36,ChIJox3Blr0HmogR9ZmtbJ4oaKA,,"electrician, 36547, Gulf Shores, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNGxT2cdBWkudM4bmUk3sE_J5P1yNwBPMOysBsZ=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,
{},True,,,OPERATIONAL,Electrician,5.43828e+17,,,,,,,,,0x889a0f320c2cfe29:0x78c11073e239f9b,89445626d27ffff,/g/11h3m1r2cl,30.4015014,"https://www.google.com/maps/place/Ben+Clark+Electrical/@30.401501399999997,-87.676141,14z/data=!4m8!1m2!2m1!1sBen+Clark+Electrical!3m4!1s0x889a0f320c2cfe29:0x78c11073e239f9b!8m2!3d30.401501399999997!4d-87.676141","https://www.google.com/maps/place/Ben+Clark+Electrical/@30.401501399999997,-87.676141,13.99z/data=!4m16!1m7!3m6!1s0x889a0f320c2cfe29:0x78c11073e239f9b!2sBen+Clark+Electrical!8m2!3d30.401501399999997!4d-87.676141!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a0f320c2cfe29:0x78c11073e239f9b!8m2!3d30.401501399999997!4d-87.676141!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-EopZzp8xv_Y/AAAAAAAAAAI/AAAAAAAAAAA/Jldilov3eAo/s44-p-k-no-ns-nd/photo.jpg,-87.676141,Ben Clark Electrical,Ben Clark Electrical,,,110065835708612528244,https://www.google.com/maps/contrib/110065835708612528244,Ben Clark Electrical,+1 251-284-8990,"ELISKA WIRELESS VENTURES SUBSIDIARY I, LLC",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOOQ92qh3eI4AM1AtwNzlkCgwDkS0DTpz9HDEAf=w800-h500-k-no,36,ChIJKf4sDDIPmogRm58jPgcRjAc,,"electrician, 36547, Gulf Shores, AL, US",3.0,2.0,5.4382837780995264e+17,"https://search.google.com/local/reviews?placeid=ChIJKf4sDDIPmogRm58jPgcRjAc&q=electrician,+36547,+Gulf+Shores,+AL,+US&authuser=0&hl=en&gl=US",1.0,0.0,0.0,0.0,1.0,,,https://lh5.googleusercontent.com/p/AF1QipOOQ92qh3eI4AM1AtwNzlkCgwDkS0DTpz9HDEAf=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,
{},False,,,OPERATIONAL,Electrician,1.40256e+19,Foley,United States of America,US,dannyhamner@icloud.com,RECEIVING,Verified,https://www.facebook.com/people/Hamner-Electrical-Services/100057447069398/,"8540 Wolf Bay Ln, Foley, AL 36535",0x889a0936ba0f8253:0xc2a4d665ca0ffb64,8944562603bffff,/g/11j7z1757p,30.3488347,"https://www.google.com/maps/place/Hamner+Electrical+Services/@30.348834699999998,-87.6128911,14z/data=!4m8!1m2!2m1!1sHamner+Electrical+Services!3m4!1s0x889a0936ba0f8253:0xc2a4d665ca0ffb64!8m2!3d30.348834699999998!4d-87.6128911","https://www.google.com/maps/place/Hamner+Electrical+Services/@30.348834699999998,-87.6128911,13.99z/data=!4m16!1m7!3m6!1s0x889a0936ba0f8253:0xc2a4d665ca0ffb64!2sHamner+Electrical+Services!8m2!3d30.348834699999998!4d-87.6128911!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a0936ba0f8253:0xc2a4d665ca0ffb64!8m2!3d30.348834699999998!4d-87.6128911!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-KADFlojmnyo/AAAAAAAAAAI/AAAAAAAAAAA/oSkXwUN_gB4/s44-p-k-no-ns-nd/photo.jpg,-87.6128911,Hamner Electrical Services,Hamner Electrical Services,,,110724088515402744468,https://www.google.com/maps/contrib/110724088515402744468,Hamner Electrical Services,+1 205-233-0569,,mobile,,12052330569,,mobile,"200 Fitzpatrick St, Elmore, Al 36025-1465",person,James Donald Hamner,Mobile,https://www.zabasearch.com/phone/2052330569/,https://lh5.googleusercontent.com/p/AF1QipOsw4XkAp55qAjeMB2p2NeypNnp9ED515nIZv7B=w800-h500-k-no,16,ChIJU4IPujYJmogRZPsPymXWpMI,36535.0,"electrician, 36547, Gulf Shores, AL, US",5.0,3.0,-4.4211732015008983e+18,"https://search.google.com/local/reviews?placeid=ChIJU4IPujYJmogRZPsPymXWpMI&q=electrician,+36547,+Gulf+Shores,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,3.0,Alabama,8540 Wolf Bay Ln,https://lh5.googleusercontent.com/p/AF1QipOsw4XkAp55qAjeMB2p2NeypNnp9ED515nIZv7B=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5AM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM"", ""Sunday"": ""Closed""}",Monday:7AM-5PM|Tuesday:7AM-5PM|Wednesday:7AM-5PM|Thursday:7AM-5AM|Friday:7AM-5PM|Saturday:7AM-5PM|Sunday:Closed,#f68a08,#8c8874
"{""Service options"": {""Online estimates"": false, ""Language assistance"": ""English""}}",True,,,OPERATIONAL,Electrician,9.9085e+18,,,,,,,,,0x82eb464cabe0e8cd:0x89820c1407d57e69,89445009067ffff,/g/11y42r9883,30.731721,"https://www.google.com/maps/place/Master+Electrical+Company+LLC/@30.731721,-87.899299,14z/data=!4m8!1m2!2m1!1sMaster+Electrical+Company+LLC!3m4!1s0x82eb464cabe0e8cd:0x89820c1407d57e69!8m2!3d30.731721!4d-87.899299","https://www.google.com/maps/place/Master+Electrical+Company+LLC/@30.731721,-87.899299,13.99z/data=!4m16!1m7!3m6!1s0x82eb464cabe0e8cd:0x89820c1407d57e69!2sMaster+Electrical+Company+LLC!8m2!3d30.731721!4d-87.899299!16s%2Fg%2F11ckvg1dmb!3m7!1s0x82eb464cabe0e8cd:0x89820c1407d57e69!8m2!3d30.731721!4d-87.899299!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-j8CNhW_sLAw/AAAAAAAAAAI/AAAAAAAAAAA/qE9_TDepBW4/s44-p-k-no-ns-nd/photo.jpg,-87.899299,Master Electrical Company LLC,Master Electrical Company,,,106575120271734484369,https://www.google.com/maps/contrib/106575120271734484369,Master Electrical Company LLC,+1 251-504-6590,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMt4XXrK1yaCW43Pb3Winm7LYwyFZ9cvAL8zNFz=w800-h500-k-no,53,ChIJzejgq0xG64IRaX7VBxQMgok,,"electrician, 36551, Loxley, AL, US",5.0,30.0,-8.538248663370727e+18,"https://search.google.com/local/reviews?placeid=ChIJzejgq0xG64IRaX7VBxQMgok&q=electrician,+36551,+Loxley,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,30.0,,,https://lh5.googleusercontent.com/p/AF1QipMt4XXrK1yaCW43Pb3Winm7LYwyFZ9cvAL8zNFz=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM"", ""Sunday"": ""7AM-5PM""}",Monday:7AM-5PM|Tuesday:7AM-5PM|Wednesday:7AM-5PM|Thursday:7AM-5PM|Friday:7AM-5PM|Saturday:7AM-5PM|Sunday:7AM-5PM,#837b7b,#a46464
"{""Service options"": {""Online estimates"": false, ""Language assistance"": ""English""}}",True,,,OPERATIONAL,Electrician,9.56531e+18,,,,,,,,,0xcf9f6374c6caad7:0x84bed1c14ca9fb02,89445056cdbffff,/g/11kplk3qgv,30.5846879,"https://www.google.com/maps/place/Avad+Electrical+Services+LLC/@30.5846879,-87.90166699999999,14z/data=!4m8!1m2!2m1!1sAvad+Electrical+Services+LLC!3m4!1s0xcf9f6374c6caad7:0x84bed1c14ca9fb02!8m2!3d30.5846879!4d-87.90166699999999","https://www.google.com/maps/place/Avad+Electrical+Services+LLC/@30.5846879,-87.90166699999999,13.99z/data=!4m16!1m7!3m6!1s0xcf9f6374c6caad7:0x84bed1c14ca9fb02!2sAvad+Electrical+Services+LLC!8m2!3d30.5846879!4d-87.90166699999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0xcf9f6374c6caad7:0x84bed1c14ca9fb02!8m2!3d30.5846879!4d-87.90166699999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-vxkbIBJ1288/AAAAAAAAAAI/AAAAAAAAAAA/IH5tPDP7gUw/s44-p-k-no-ns-nd/photo.jpg,-87.901667,Avad Electrical Services LLC,Avad Electrical Services,,,113352794578022311897,https://www.google.com/maps/contrib/113352794578022311897,Avad Electrical Services LLC,+1 251-591-2165,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMxKiVfeofAxQKLnqqmCsNhcoxG__mfQigFK0pm=w800-h500-k-no,8,ChIJ16psTDf2-QwRAvupTMHRvoQ,,"electrician, 36551, Loxley, AL, US",5.0,27.0,-8.881430786982938e+18,"https://search.google.com/local/reviews?placeid=ChIJ16psTDf2-QwRAvupTMHRvoQ&q=electrician,+36551,+Loxley,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,1.0,26.0,,,https://lh5.googleusercontent.com/p/AF1QipMxKiVfeofAxQKLnqqmCsNhcoxG__mfQigFK0pm=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7:30AM-5:30PM"", ""Tuesday"": ""7:30AM-5:30PM"", ""Wednesday"": ""7:30AM-5:30PM"", ""Thursday"": ""7:30AM-5:30PM"", ""Friday"": ""7:30AM-5:30AM"", ""Saturday"": ""8:30AM-2PM"", ""Sunday"": ""Closed""}",Monday:7:30AM-5:30PM|Tuesday:7:30AM-5:30PM|Wednesday:7:30AM-5:30PM|Thursday:7:30AM-5:30PM|Friday:7:30AM-5:30AM|Saturday:8:30AM-2PM|Sunday:Closed,,
"{""Service options"": {""Online estimates"": false}, ""Planning"": {""Appointment required"": true}}",True,,,OPERATIONAL,Electrician,1.83681e+18,,,,,,,,,0x2deb64f955884aa3:0x197da69a7c411a74,8944507a2a7ffff,/g/11rpdcggd7,30.883523,"https://www.google.com/maps/place/Longleaf+Electric+LLC/@30.883523,-87.78683,14z/data=!4m8!1m2!2m1!1sLongleaf+Electric+LLC!3m4!1s0x2deb64f955884aa3:0x197da69a7c411a74!8m2!3d30.883523!4d-87.78683","https://www.google.com/maps/place/Longleaf+Electric+LLC/@30.883523,-87.78683,13.99z/data=!4m16!1m7!3m6!1s0x2deb64f955884aa3:0x197da69a7c411a74!2sLongleaf+Electric+LLC!8m2!3d30.883523!4d-87.78683!16s%2Fg%2F11ckvg1dmb!3m7!1s0x2deb64f955884aa3:0x197da69a7c411a74!8m2!3d30.883523!4d-87.78683!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-k7FU8bD6dQA/AAAAAAAAAAI/AAAAAAAAAAA/9uRUqy1I0VQ/s44-p-k-no-ns-nd/photo.jpg,-87.78683,Longleaf Electric LLC,Longleaf Electric,,,106371298606160316659,https://www.google.com/maps/contrib/106371298606160316659,Longleaf Electric LLC,+1 251-591-0749,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP_1O3oPGsNe4RNRDFmtygcBcDpNqRYjozD09hr=w800-h500-k-no,20,ChIJo0qIVflk6y0RdBpBfJqmfRk,,"electrician, 36551, Loxley, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP_1O3oPGsNe4RNRDFmtygcBcDpNqRYjozD09hr=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-12PM"", ""Sunday"": ""Closed""}",Monday:7AM-5PM|Tuesday:7AM-5PM|Wednesday:7AM-5PM|Thursday:7AM-5PM|Friday:7AM-5PM|Saturday:7AM-12PM|Sunday:Closed,#73a45a,#84b474
"{""Service options"": {""Onsite services"": true, ""Online estimates"": false}}",False,,,OPERATIONAL,Electrician,1.10532e+19,Summerdale,United States of America,US,,,,,"19300 Crepe Myrtle Dr, Summerdale, AL 36580",0x889a72aad8b27dbd:0x9964b9d28bf464c8,894450502b3ffff,/g/11hbqv1f4f,30.5085278,"https://www.google.com/maps/place/Robinson+Electric+LLC/@30.5085278,-87.6950174,14z/data=!4m8!1m2!2m1!1sRobinson+Electric+LLC!3m4!1s0x889a72aad8b27dbd:0x9964b9d28bf464c8!8m2!3d30.5085278!4d-87.6950174","https://www.google.com/maps/place/Robinson+Electric+LLC/@30.5085278,-87.6950174,13.99z/data=!4m16!1m7!3m6!1s0x889a72aad8b27dbd:0x9964b9d28bf464c8!2sRobinson+Electric+LLC!8m2!3d30.5085278!4d-87.6950174!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a72aad8b27dbd:0x9964b9d28bf464c8!8m2!3d30.5085278!4d-87.6950174!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-nuyxKiPb-fY/AAAAAAAAAAI/AAAAAAAAAAA/hYJ8a0E4CMg/s44-p-k-no-ns-nd/photo.jpg,-87.6950174,Robinson Electric LLC,Robinson Electric,,,103514113583473428560,https://www.google.com/maps/contrib/103514113583473428560,Robinson Electric LLC,+1 251-747-3198,,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipN0Axg6sePYF5UaAE0kKfMkZz-I9_RlGSXvMAIe=w800-h500-k-no,7,ChIJvX2y2KpymogRyGT0i9K5ZJk,19300.0,"electrician, 36555, Magnolia Springs, AL, US",4.6,5.0,-7.393580374293192e+18,"https://search.google.com/local/reviews?placeid=ChIJvX2y2KpymogRyGT0i9K5ZJk&q=electrician,+36555,+Magnolia+Springs,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,1.0,0.0,4.0,Alabama,19300 Crepe Myrtle Dr,https://lh5.googleusercontent.com/p/AF1QipN0Axg6sePYF5UaAE0kKfMkZz-I9_RlGSXvMAIe=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,#c8b870,#6e622a
{},False,,,OPERATIONAL,Electrician,8.46402e+18,Fairhope,United States of America,US,,,,,"12970 Gum Swamp Rd, Fairhope, AL 36532",0x889a3de370ce37a5:0x75763e7a078681d7,894450cf193ffff,/g/11g02f55nv,30.411832,"https://www.google.com/maps/place/Southern+Wiring+Solutions+LLC/@30.411831999999997,-87.8666173,14z/data=!4m8!1m2!2m1!1sSouthern+Wiring+Solutions+LLC!3m4!1s0x889a3de370ce37a5:0x75763e7a078681d7!8m2!3d30.411831999999997!4d-87.8666173","https://www.google.com/maps/place/Southern+Wiring+Solutions+LLC/@30.411831999999997,-87.8666173,13.99z/data=!4m16!1m7!3m6!1s0x889a3de370ce37a5:0x75763e7a078681d7!2sSouthern+Wiring+Solutions+LLC!8m2!3d30.411831999999997!4d-87.8666173!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a3de370ce37a5:0x75763e7a078681d7!8m2!3d30.411831999999997!4d-87.8666173!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-OUtvjZ_euAg/AAAAAAAAAAI/AAAAAAAAAAA/VZjnHojK7OI/s44-p-k-no-ns-nd/photo.jpg,-87.8666173,Southern Wiring Solutions LLC,Southern Wiring Solutions,,,118280262416722266660,https://www.google.com/maps/contrib/118280262416722266660,Southern Wiring Solutions LLC,+1 251-421-6464,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipORkWjr8ZTyXH_0cGUwWstQzlcbx4ZL2BENfJ7x=w800-h500-k-no,6,ChIJpTfOcOM9mogR14GGB3o-dnU,36532.0,"electrician, 36559, Montrose, AL, US",,,,,,,,,,Alabama,12970 Gum Swamp Rd,https://lh5.googleusercontent.com/p/AF1QipORkWjr8ZTyXH_0cGUwWstQzlcbx4ZL2BENfJ7x=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""7AM-7PM""}",Monday:7AM-7PM|Tuesday:7AM-7PM|Wednesday:7AM-7PM|Thursday:7AM-7PM|Friday:7AM-7PM|Saturday:7AM-7PM|Sunday:7AM-7PM,#646c34,#848c6c
